"AHA_ID","Medicare_Provider_ID","Hospital_Name","System_member","System_ID","System_Name","Admissions_2011","HMA_Member","HMA_System_Name","HCAHPS.Answer.Percent.2011"
"6390843",100167,"Plantation General Hospital","Y","5990048","HCA",10871,"Y","HCA Healthcare",67
"6390845",100132,"South Florida Baptist Hospital","Y","229227347bc","BayCare Health System",4673,"Y","BayCare Health System",66
"6390846",100260,"St. Lucie Medical Center","Y","5990048","HCA",12858,"Y","HCA Healthcare",70
"6390848",100047,"Charlotte Regional Medical Center","Y","5991775","Health Management Associates",8800,NA,NA,63
"6390849",100086,"Broward Health North","Y","5993115","Broward Health",13595,NA,NA,68
"6390851",100077,"Peace River Regional Medical Center","Y","5991775","Health Management Associates",8766,NA,NA,57
"6390865",100236,"Fawcett Memorial Hospital","Y","5990048","HCA",10639,"Y","HCA Healthcare",62
"6390870",100092,"Wuesthoff Medical Center - Rockledge","Y","5991775","Health Management Associates",12669,NA,NA,62
"6390895",100302,"St. Cloud Regional Medical Center","Y","5991775","Health Management Associates",4940,NA,NA,60
"6390910",100239,"Edward White Hospital","Y","5990048","HCA",3266,NA,NA,66
"6390930",100032,"Bayfront Medical Center",NA,NA,NA,17522,NA,NA,72
"6390932",100238,"Northside Hospital and Heart Institute","Y","5990048","HCA",9355,"Y","HCA Healthcare",59
"6390935",100126,"Palms of Pasadena Hospital","Y","5990201","IASIS Healthcare",7711,"Y","HCA Healthcare",66
"6390940",100067,"St. Anthony's Hospital","Y","229227347bc","BayCare Health System",12080,"Y","BayCare Health System",66
"6390944",100180,"St. Petersburg General Hospital","Y","5990048","HCA",8780,"Y","HCA Healthcare",68
"6390955",100161,"Central Florida Regional Hospital","Y","5990048","HCA",10192,"Y","HCA Healthcare",66
"6390956",100166,"Doctors Hospital of Sarasota","Y","5990048","HCA",7203,"Y","HCA Healthcare",68
"6390965",100217,"Sebastian River Medical Center","Y","5991775","Health Management Associates",4930,NA,NA,66
"6390975",100049,"Highlands Regional Medical Center","Y","5991775","Health Management Associates",19005,"Y","HCA Healthcare",62
"6390993",100181,"Larkin Community Hospital",NA,NA,NA,5792,NA,NA,71
"6390994",100154,"South Miami Hospital","Y","5990122","Baptist Health South Florida",16073,"Y","Baptist Health South Florida",75
"6390997",100264,"Oak Hill Hospital","Y","5990048","HCA",13068,"Y","HCA Healthcare",68
"6391000",100044,"Martin Health System",NA,NA,NA,16986,NA,NA,68
"6391030",100135,"Tallahassee Memorial HealthCare",NA,NA,NA,24721,NA,NA,68
"6391033",100254,"Capital Regional Medical Center","Y","5990048","HCA",13596,"Y","HCA Healthcare",66
"6391060",100128,"Tampa General Hospital",NA,NA,NA,39215,NA,NA,65
"6391090",100206,"Memorial Hospital of Tampa","Y","5990201","IASIS Healthcare",6215,"Y","HCA Healthcare",67
"6391097",100255,"Town and Country Hospital","Y","5990201","IASIS Healthcare",7098,"Y","HCA Healthcare",70
"6391103",100173,"Florida Hospital Tampa","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",24169,"Y","Advent Health (formerly Adventist Health System (FL))",67
"6391105",100055,"Florida Hospital North Pinellas","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",5399,"Y","Advent Health (formerly Adventist Health System (FL))",64
"6391108",100028,"Parrish Medical Center",NA,NA,NA,7918,NA,NA,71
"6391119",100070,"Venice Regional Medical Center","Y","5991775","Health Management Associates",10766,NA,NA,67
"6391120",100105,"Indian River Medical Center",NA,NA,NA,14522,NA,NA,71
"6391122",101300,"Florida Hospital Wauchula","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",236,"Y","Advent Health (formerly Adventist Health System (FL))",70
"6391128",100234,"Columbia Hospital","Y","5990048","HCA",9822,"Y","HCA Healthcare",70
"6391130",100287,"Good Samaritan Medical Center","Y","5990063","TENET Healthcare Corporation",8897,"Y","Tenet Healthcare",71
"6391140",100288,"St. Mary's Medical Center","Y","5990063","TENET Healthcare Corporation",17285,"Y","Tenet Healthcare",64
"6391150",100030,"Health Central","Y","5993355","Orlando Health",11882,NA,NA,69
"6391155",100275,"Wellington Regional Medical Center","Y","5999555","Universal Health Services, Inc.",12411,NA,NA,63
"6391450",100267,"Englewood Community Hospital","Y","5990048","HCA",3072,"Y","HCA Healthcare",70
"6393411",100253,"Jupiter Medical Center",NA,NA,NA,10853,NA,NA,67
"6394000",100183,"Coral Gables Hospital","Y","5990063","TENET Healthcare Corporation",9668,"Y","Tenet Healthcare",70
"6394001",100187,"Palmetto General Hospital","Y","5990063","TENET Healthcare Corporation",21657,"Y","Tenet Healthcare",72
"6394020",100259,"South Bay Hospital","Y","5990048","HCA",6890,"Y","HCA Healthcare",65
"6398093",100191,"Medical Center of Trinity","Y","5990048","HCA",13443,"Y","HCA Healthcare",66
"6399090",100048,"Jay Hospital","Y","5990185","Baptist Health Care Corporation",1043,NA,NA,75
"6399145",100284,"Westchester General Hospital",NA,NA,NA,9021,NA,NA,68
"6399235",100069,"Florida Hospital-Carrollwood","Y","5994165","Adventist Health System Sunbelt Health Care Corporation",4769,"Y","Advent Health (formerly Adventist Health System (FL))",65
"6410010",360027,"Akron General Medical Center","Y","5990247","Akron General Health System",23291,"Y","Cleveland Clinic",69
"6410012",360020,"Summa Health System","Y","5990399","Summa Health System",32431,"Y","Summa Health System",67
"6410013",360141,"Northside Medical Center","Y","5990080","Community Health Systems, Inc.",19709,NA,NA,67
"6410014",360172,"Mercy Regional Medical Center","Y","5995155","Catholic Health Partners",13309,"Y","Mercy Health(formerly Catholic Health Partners, OH)",64
"6410015",360025,"Firelands Regional Health System",NA,NA,NA,8318,NA,NA,72
"6410016",360118,"MedCentral - Mansfield Hospital","Y","5990391","MedCentral Health System",12765,"Y","OhioHealth",65
"6410017",360095,"Blanchard Valley Hospital","Y","5990852","Blanchard Valley Health System",7657,NA,NA,71
"6410018",360144,"South Pointe Hospital","Y","5990212","Cleveland Clinic Health System",8615,"Y","Cleveland Clinic",68
"6410019",360211,"Trinity Health System","Y","5995375","Sylvania Franciscan Health",10837,"N","Catholic Health Initiatives",67
"6410020",360039,"Genesis HealthCare System","Y","5991455","Franciscan Sisters of Christian Charity Sponsored Ministries, Inc.",16991,NA,NA,70
"6410022",360174,"Upper Valley Medical Center",NA,NA,NA,8144,NA,NA,71
"6410027",360037,"St. Vincent Charity Medical Center","Y","5995125","Sisters of Charity Health System",7446,NA,NA,71
"6410032",360259,"ProMedica Bay Park Hospital","Y","5990197","ProMedica Health System",3560,NA,NA,69
"6410036",360263,"Institute for Orthopaedic Surgery","Y","5995155","Catholic Health Partners",873,"Y","Mercy Health(formerly Catholic Health Partners, OH)",78
"6410042",361320,"Holzer Medical Center - Jackson",NA,NA,NA,1358,NA,NA,75
"6410043",360266,"Mount Carmel New Albany Surgical Hospital","Y","5990219","Trinity Health",4851,"N","Trinity Health",76
"6410047",360270,"Mercy Hospital of Defiance","Y","5995155","Catholic Health Partners",2202,"Y","Mercy Health(formerly Catholic Health Partners, OH)",73
"6410067",360269,"Butler County Medical Center",NA,NA,NA,275,NA,NA,83
"6410072",360271,"University Pointe Surgical Hospital","Y","5990082","UC Health",158,NA,NA,86
"6410073",360274,"The Medical Center at Elizabeth Place",NA,NA,NA,662,NA,NA,70
"6410074",360276,"St. Elizabeth Boardman Health Center","Y","5995155","Catholic Health Partners",8444,"Y","Mercy Health(formerly Catholic Health Partners, OH)",70
"6410077",360354,"West Chester Hospital","Y","5990082","UC Health",6280,NA,NA,75
"6410080",360131,"Alliance Community Hospital",NA,NA,NA,4344,NA,NA,71
"6410081",360348,"Dublin Methodist Hospital","Y","5990162","OhioHealth",4720,"Y","OhioHealth",72
"6410110",360002,"Samaritan Regional Health System",NA,NA,NA,2358,"Y","University Hospitals",70
"6410120",360125,"Ashtabula County Medical Center",NA,NA,NA,5450,NA,NA,69
"6410140",360014,"O'Bleness Memorial Hospital","Y","5990162","OhioHealth",2845,"Y","OhioHealth",66
"6410150",360019,"Summa Barberton Citizens Hospital","Y","5990399","Summa Health System",9718,NA,NA,71
"6410155",360236,"Mercy Hospital Clermont","Y","5995155","Catholic Health Partners",6183,"Y","Mercy Health(formerly Catholic Health Partners, OH)",72
"6410160",361321,"Barnesville Hospital",NA,NA,NA,1313,NA,NA,71
"6410165",360197,"Mary Rutan Hospital",NA,NA,NA,1839,NA,NA,72
"6410170",360115,"University Hospitals Bedford Medical Center","Y","5990112","University Hospitals",3489,NA,NA,59
"6410180",360153,"Belmont Community Hospital",NA,NA,NA,1524,NA,NA,65
"6410190",360107,"Bellevue Hospital",NA,NA,NA,2079,NA,NA,78
"6410200",360155,"Southwest General Health Center",NA,NA,NA,15633,NA,NA,71
"6410207",360261,"Three Gables Surgery Center",NA,NA,NA,250,NA,NA,84
"6410210",361322,"Bluffton Hospital","Y","5990852","Blanchard Valley Health System",389,NA,NA,77
"6410217",360029,"Wood County Hospital",NA,NA,NA,3656,NA,NA,71
"6410225",360121,"Community Hospitals and Wellness Centers",NA,NA,NA,3702,NA,NA,69
"6410240",361316,"Bucyrus Community Hospital","Y","5990633","Avita Health System",794,NA,NA,70
"6410265",360203,"Southeastern Ohio Regional Medical Center",NA,NA,NA,4469,NA,NA,70
"6410280",360084,"Aultman Hospital","Y","5990859","Aultman Health Foundation",25539,NA,NA,70
"6410290",360070,"Mercy Medical Center","Y","5995125","Sisters of Charity Health System",15158,NA,NA,67
"6410297",360358,"Diley Ridge Medical Center",NA,NA,NA,58,NA,NA,77
"6410335",360192,"University Hospitals Geauga Medical Center","Y","5990112","University Hospitals",7536,"Y","University Hospitals",69
"6410340",360159,"Adena Health System",NA,NA,NA,13942,NA,NA,73
"6410382",360179,"Bethesda North Hospital",NA,NA,NA,24123,"Y","TriHealth",72
"6410430",360163,"Christ Hospital",NA,NA,NA,25343,NA,NA,74
"6410435",360003,"University Hospital","Y","5990082","UC Health",30079,NA,NA,63
"6410490",360134,"Good Samaritan Hospital","Y","5990092","Catholic Health Initiatives",26833,"Y","TriHealth",74
"6410580",360001,"Mercy Hospital Anderson","Y","5995155","Catholic Health Partners",10676,"Y","Mercy Health(formerly Catholic Health Partners, OH)",67
"6410582",360234,"Mercy Hospital Mount Airy","Y","5995155","Catholic Health Partners",6781,NA,NA,67
"6410587",360113,"Mercy Hospital Western Hills","Y","5995155","Catholic Health Partners",6753,NA,NA,68
"6410630",360170,"Berger Health System",NA,NA,NA,2709,NA,NA,71
"6410655",360059,"MetroHealth Medical Center",NA,NA,NA,25577,NA,NA,65
"6410670",360180,"Cleveland Clinic Foundation","Y","5990212","Cleveland Clinic Health System",52885,"Y","Cleveland Clinic",71
"6410695",360082,"Euclid Hospital","Y","5990212","Cleveland Clinic Health System",8491,"Y","Cleveland Clinic",71
"6410710",360077,"Fairview Hospital","Y","5990212","Cleveland Clinic Health System",21755,"Y","Cleveland Clinic",68
"6410780",360087,"Lutheran Hospital","Y","5990212","Cleveland Clinic Health System",6856,"Y","Cleveland Clinic",63
"6410805",360041,"Parma Community General Hospital",NA,NA,NA,14557,"Y","University Hospitals",67
"6410855",360056,"Mercy Health - Fairfield Hospital","Y","5995155","Catholic Health Partners",15370,"Y","Mercy Health(formerly Catholic Health Partners, OH)",74
"6410920",360137,"University Hospitals Case Medical Center","Y","5990112","University Hospitals",39056,"Y","University Hospitals",69
"6410945",360230,"Hillcrest Hospital","Y","5990212","Cleveland Clinic Health System",20983,"Y","Cleveland Clinic",66
"6410947",360058,"Mercer County Joint Township Community Hospital",NA,NA,NA,1932,NA,NA,79
"6410952",360152,"Doctors Hospital","Y","5990162","OhioHealth",9480,"Y","OhioHealth",64
"6411010",360017,"Grant Medical Center","Y","5990162","OhioHealth",22199,"Y","OhioHealth",72
"6411035",360035,"Mount Carmel","Y","5990219","Trinity Health",38355,"N","Trinity Health",72
"6411060",360012,"Mount Carmel St. Ann's","Y","5990219","Trinity Health",19516,"N","Trinity Health",70
"6411100",360085,"Ohio State University Medical Center","Y","5990251","Ohio State University Health System",46501,"Y","Ohio State University Medical Center",70
"6411110",360006,"Riverside Methodist Hospital","Y","5990162","OhioHealth",44644,"Y","OhioHealth",70
"6411120",361308,"University Hospitals Conneaut Medical Center","Y","5990112","University Hospitals",722,"Y","University Hospitals",84
"6411130",360109,"Coshocton County Memorial Hospital",NA,NA,NA,2550,NA,NA,68
"6411173",360239,"Sycamore  Medical Center","Y","5990258","Kettering Health Network",7671,NA,NA,64
"6411180",360052,"Good Samaritan Hospital","Y","5990092","Catholic Health Initiatives",18829,NA,NA,69
"6411182",360133,"Grandview Medical Center","Y","5990258","Kettering Health Network",14240,NA,NA,68
"6411190",360051,"Miami Valley Hospital",NA,NA,NA,34489,NA,NA,70
"6411230",361328,"ProMedica Defiance Regional Hospital","Y","5990197","ProMedica Health System",2241,NA,NA,72
"6411245",360210,"Grady Memorial Hospital","Y","5990162","OhioHealth",2624,"Y","OhioHealth",72
"6411260",360010,"Union Hospital",NA,NA,NA,5920,"Y","Cleveland Clinic",70
"6411280",360096,"East Liverpool City Hospital",NA,NA,NA,4968,NA,NA,65
"6411290",360145,"EMH Elyria Medical Center",NA,NA,NA,14807,"Y","University Hospitals",64
"6411325",361318,"ProMedica Fostoria Community Hospital","Y","5990197","ProMedica Health System",1337,NA,NA,70
"6411340",360156,"Memorial Hospital","Y","5990002","QHR",2134,NA,NA,66
"6411350",361325,"Galion Community Hospital","Y","5990633","Avita Health System",1426,NA,NA,75
"6411370",360054,"Holzer Medical Center",NA,NA,NA,6828,NA,NA,69
"6411375",360143,"Marymount Hospital","Y","5990212","Cleveland Clinic Health System",11572,"Y","Cleveland Clinic",65
"6411376",361307,"University Hospitals Geneva Medical Center","Y","5990112","University Hospitals",1449,"Y","University Hospitals",72
"6411377",360116,"Southwest Regional Medical Center",NA,NA,NA,528,NA,NA,64
"6411400",360044,"Wayne Hospital",NA,NA,NA,2264,NA,NA,70
"6411405",360132,"Fort Hamilton Hospital","Y","5990258","Kettering Health Network",8212,NA,NA,71
"6411440",361332,"Highland District Hospital",NA,NA,NA,2114,NA,NA,55
"6411466",360079,"Kettering Medical Center","Y","5990258","Kettering Health Network",19517,NA,NA,70
"6411470",361315,"Hardin Memorial Hospital","Y","5990162","OhioHealth",1008,"Y","OhioHealth",79
"6411490",360212,"Lakewood Hospital","Y","5990212","Cleveland Clinic Health System",8908,NA,NA,63
"6411510",360072,"Fairfield Medical Center",NA,NA,NA,10429,NA,NA,69
"6411540",360009,"Lima Memorial Health System",NA,NA,NA,7828,NA,NA,68
"6411560",360066,"St. Rita's Medical Center","Y","5995155","Catholic Health Partners",20160,"Y","Mercy Health(formerly Catholic Health Partners, OH)",70
"6411570",361303,"Lodi Community Hospital","Y","5990247","Akron General Health System",412,"Y","Cleveland Clinic",69
"6411579",361330,"Hocking Valley Community Hospital",NA,NA,NA,1412,NA,NA,82
"6411585",360189,"Madison County Hospital",NA,NA,NA,1373,NA,NA,74
"6411630",360147,"Marietta Memorial Hospital",NA,NA,NA,7617,NA,NA,67
"6411640",360011,"OhioHealth Marion General Hospital","Y","5990162","OhioHealth",8172,"Y","OhioHealth",74
"6411660",360080,"East Ohio Regional Hospital","Y","5993315","Ohio Valley Health Services and Education Corporation",3701,NA,NA,64
"6411665",360092,"Memorial Hospital of Union County",NA,NA,NA,1693,NA,NA,73
"6411670",360151,"Affinity Medical Center","Y","5990080","Community Health Systems, Inc.",4808,NA,NA,67
"6411700",360091,"Medina Hospital","Y","5990212","Cleveland Clinic Health System",6248,"Y","Cleveland Clinic",68
"6411710",360076,"Atrium Medical Center",NA,NA,NA,11875,NA,NA,68
"6411720",360148,"Pomerene Hospital",NA,NA,NA,1693,NA,NA,69
"6411725",361313,"Morrow County Hospital","Y","5990162","OhioHealth",940,"Y","OhioHealth",78
"6411730",360040,"Knox Community Hospital","Y","5990002","QHR",3390,NA,NA,71
"6411780",361309,"Henry County Hospital",NA,NA,NA,857,NA,NA,77
"6411785",361305,"Doctors Hospital Nelsonville","Y","5990162","OhioHealth",551,NA,NA,80
"6411800",360218,"Licking Memorial Hospital",NA,NA,NA,6867,NA,NA,68
"6411830",360065,"Fisher-Titus Medical Center",NA,NA,NA,4485,NA,NA,67
"6411840",361306,"Mercy Allen Hospital","Y","5995155","Catholic Health Partners",780,"Y","Mercy Health(formerly Catholic Health Partners, OH)",73
"6411855",361323,"Aultman Orrville Hospital","Y","5990859","Aultman Health Foundation",715,NA,NA,67
"6411858",360046,"McCullough-Hyde Memorial Hospital",NA,NA,NA,2608,"Y","TriHealth",68
"6411870",360098,"Lake Health",NA,NA,NA,18794,NA,NA,69
"6411880",361300,"Paulding County Hospital",NA,NA,NA,524,NA,NA,72
"6411900",361314,"H. B. Magruder Memorial Hospital",NA,NA,NA,1015,NA,NA,80
"6411905",360008,"Southern Ohio Medical Center",NA,NA,NA,11816,NA,NA,77
"6411930",360078,"Robinson Memorial Hospital","Y","5990399","Summa Health System",10117,"Y","University Hospitals",72
"6411955",360032,"Joint Township District Memorial Hospital",NA,NA,NA,2055,NA,NA,72
"6411959",360185,"Salem Community Hospital",NA,NA,NA,5012,NA,NA,60
"6412010",361324,"MedCentral - Shelby Hospital","Y","5990391","MedCentral Health System",1271,"Y","OhioHealth",73
"6412020",360013,"Wilson Memorial Hospital",NA,NA,NA,2675,NA,NA,71
"6412050",360086,"Springfield Regional Medical Center","Y","5995155","Catholic Health Partners",14465,"Y","Mercy Health(formerly Catholic Health Partners, OH)",64
"6412080",360089,"Mercy Tiffin Hospital","Y","5995155","Catholic Health Partners",2097,"Y","Mercy Health(formerly Catholic Health Partners, OH)",70
"6412110",360074,"ProMedica Flower Hospital","Y","5990197","ProMedica Health System",10088,NA,NA,69
"6412130",360048,"The University of Toledo Medical Center",NA,NA,NA,11559,NA,NA,65
"6412150",360262,"Mercy St. Anne Hospital","Y","5995155","Catholic Health Partners",4853,"Y","Mercy Health(formerly Catholic Health Partners, OH)",72
"6412155",360081,"Mercy St. Charles Hospital","Y","5995155","Catholic Health Partners",9639,"Y","Mercy Health(formerly Catholic Health Partners, OH)",72
"6412160",360090,"ProMedica St. Luke's Hospital","Y","5990197","ProMedica Health System",11680,NA,NA,67
"6412170",360112,"Mercy St. Vincent Medical Center","Y","5995155","Catholic Health Partners",19254,"Y","Mercy Health(formerly Catholic Health Partners, OH)",68
"6412180",360068,"ProMedica Toledo Hospital","Y","5990197","ProMedica Health System",29889,NA,NA,62
"6412225",361329,"Wyandot Memorial Hospital",NA,NA,NA,721,NA,NA,67
"6412235",361312,"Mercy Memorial Hospital","Y","5995155","Catholic Health Partners",1080,"Y","Mercy Health(formerly Catholic Health Partners, OH)",67
"6412240",360071,"Van Wert County Hospital",NA,NA,NA,1379,NA,NA,69
"6412250",360195,"Summa Wadsworth-Rittman Hospital","Y","5990399","Summa Health System",2725,NA,NA,64
"6412270",360161,"St. Joseph Health Center","Y","5995155","Catholic Health Partners",7962,"Y","Mercy Health(formerly Catholic Health Partners, OH)",66
"6412290",360055,"Trumbull Memorial Hospital","Y","5990080","Community Health Systems, Inc.",14007,NA,NA,64
"6412305",361331,"Fayette County Memorial Hospital","Y","5990219","Trinity Health",1007,NA,NA,74
"6412310",361333,"Fulton County Health Center",NA,NA,NA,2036,NA,NA,72
"6412313",361334,"Pike Community Hospital",NA,NA,NA,716,NA,NA,69
"6412315",361326,"Adams County Regional Medical Center",NA,NA,NA,956,NA,NA,59
"6412342",361310,"Mercy Willard Hospital","Y","5995155","Catholic Health Partners",535,"Y","Mercy Health(formerly Catholic Health Partners, OH)",75
"6412345",360175,"Clinton Memorial Hospital","Y","5990622","RegionalCare Hospital Partners",4490,NA,NA,65
"6412370",360036,"Wooster Community Hospital","Y","5990002","QHR",5802,NA,NA,71
"6412395",360026,"Greene Memorial Hospital","Y","5990258","Kettering Health Network",4212,NA,NA,63
"6412440",360064,"St. Elizabeth Health Center","Y","5995155","Catholic Health Partners",18789,"Y","Mercy Health(formerly Catholic Health Partners, OH)",63
"6419020",360123,"St. John Medical Center","Y","5995125","Sisters of Charity Health System",11727,"Y","University Hospitals",66
"6419060",360016,"The Jewish Hospital","Y","5995155","Catholic Health Partners",11403,"Y","Mercy Health(formerly Catholic Health Partners, OH)",69
"6419080",360075,"University Hospitals Richmond Medical Center","Y","5990112","University Hospitals",3224,NA,NA,65
"6419115",360150,"Summa Western Reserve Hospital","Y","5990399","Summa Health System",3695,NA,NA,70
"6419165",361319,"Selby General Hospital",NA,NA,NA,1257,NA,NA,69
"6420007",150004,"Franciscan St. Margaret Health - Hammond","Y","5995345","Franciscan Alliance",20053,NA,NA,65
"6420008",150113,"Community Hospital of Anderson and Madison County","Y","5990401","Community Health Network",7042,NA,NA,70
"6420020",150056,"Indiana University Health University Hospital","Y","5990231","Indiana University Health",57167,"Y","Indiana University Health",66
"6420023",150169,"Community Hospital North","Y","5990401","Community Health Network",18650,NA,NA,68
"6420024",150015,"Franciscan St. Anthony Health - Michigan City","Y","5995345","Franciscan Alliance",7715,NA,NA,72
"6420026",150003,"Franciscan St. Elizabeth Health - Lafayette Central","Y","5995345","Franciscan Alliance",11900,NA,NA,66
"6420027",150100,"St. Mary's Medical Center of Evansville","Y","5990198","Ascension Health",18133,"Y","Ascension",68
"6420029",150162,"Franciscan St. Francis Health - Indianapolis","Y","5995345","Franciscan Alliance",9993,NA,NA,72
"6420030",150165,"Franciscan Physicians Hospital","Y","5995345","Franciscan Alliance",891,NA,NA,68
"6420031",150075,"Bluffton Regional Medical Center","Y","5990080","Community Health Systems, Inc.",2267,NA,NA,76
"6420032",150149,"The Women's Hospital","Y","5990313","Deaconess Health System",3211,NA,NA,75
"6420033",150150,"Dupont Hospital","Y","5990080","Community Health Systems, Inc.",5119,NA,NA,73
"6420036",150153,"St. Vincent Heart Center of Indiana","Y","5990198","Ascension Health",5220,"Y","Ascension",79
"6420041",150154,"Indiana Heart Hospital","Y","5990401","Community Health Network",3191,NA,NA,74
"6420045",150167,"Parkview  Ortho Hospital","Y","5990159","Parkview Health",1675,NA,NA,74
"6420047",150158,"Indiana University Health West Hospital","Y","5990231","Indiana University Health",7489,"Y","Indiana University Health",70
"6420050",150088,"Saint John's Health System","Y","5990198","Ascension Health",7465,"Y","Ascension",68
"6420055",151315,"Cameron Memorial Community Hospital",NA,NA,NA,927,NA,NA,79
"6420058",150160,"Indiana Orthopaedic Hospital",NA,NA,NA,1145,NA,NA,80
"6420059",150161,"Indiana University Health North Hospital","Y","5990231","Indiana University Health",9136,"Y","Indiana University Health",72
"6420066",150176,"Kentuckiana Medical Center",NA,NA,NA,1016,NA,NA,79
"6420068",150164,"Monroe Hospital",NA,NA,NA,1224,NA,NA,70
"6420072",150166,"Pinnacle Hospital",NA,NA,NA,673,NA,NA,70
"6420076",150173,"Indiana University Health Arnett Hospital","Y","5990231","Indiana University Health",8735,"Y","Indiana University Health",68
"6420085",150045,"DeKalb Health",NA,NA,NA,1840,NA,NA,77
"6420100",151329,"Margaret Mary Community Hospital",NA,NA,NA,1965,NA,NA,77
"6420110",151335,"St. Vincent Dunn Hospital","Y","5990198","Ascension Health",1428,"Y","Ascension",73
"6420130",150051,"Indiana University Health Bloomington Hospital","Y","5990231","Indiana University Health",13148,"Y","Indiana University Health",70
"6420157",151309,"St. Vincent Clay Hospital","Y","5990198","Ascension Health",602,"Y","Ascension",81
"6420175",150157,"St. Vincent Carmel Hospital","Y","5990198","Ascension Health",5456,"Y","Ascension",78
"6420190",151326,"Union Hospital Clinton",NA,NA,NA,1343,NA,NA,68
"6420196",150168,"Orthopaedic Hospital of Lutheran Health","Y","5990080","Community Health Systems, Inc.",2029,NA,NA,70
"6420197",150101,"Parkview Whitley Hospital","Y","5990159","Parkview Health",1605,NA,NA,75
"6420198",150172,"Physicians' Medical Center",NA,NA,NA,459,NA,NA,80
"6420200",150112,"Columbus Regional Hospital",NA,NA,NA,8990,NA,NA,68
"6420210",150064,"Fayette Regional Health System",NA,NA,NA,2265,NA,NA,76
"6420215",151331,"Harrison County Hospital",NA,NA,NA,1621,NA,NA,70
"6420220",150022,"Franciscan St. Elizabeth Health - Crawfordsville","Y","5995345","Franciscan Alliance",2314,NA,NA,69
"6420225",150126,"Franciscan St. Anthony Health - Crown Point","Y","5995345","Franciscan Alliance",10860,NA,NA,72
"6420235",150005,"Hendricks Regional Health",NA,NA,NA,5554,NA,NA,73
"6420260",150008,"St. Catherine Hospital","Y","5990249","Community Healthcare System",8674,NA,NA,69
"6420270",150018,"Elkhart General Healthcare System",NA,NA,NA,12543,NA,NA,72
"6420280",151308,"St. Vincent Mercy Hospital","Y","5990198","Ascension Health",615,"Y","Ascension",78
"6420286",150177,"Unity Medical & Surgical Hospital","Y","5990620","Physicians Hospital System",737,NA,NA,76
"6420290",150175,"The Heart Hospital at Deaconess Gateway","Y","5990313","Deaconess Health System",1630,NA,NA,80
"6420320",150082,"Deaconess Hospital","Y","5990313","Deaconess Health System",25141,NA,NA,72
"6420420",150017,"Lutheran Hospital of Indiana","Y","5990080","Community Health Systems, Inc.",18347,NA,NA,71
"6420440",150021,"Parkview Hospital","Y","5990159","Parkview Health",27139,NA,NA,72
"6420450",150047,"St. Joseph Hospital","Y","5990080","Community Health Systems, Inc.",5560,NA,NA,75
"6420460",151316,"St. Vincent Frankfort Hospital","Y","5990198","Ascension Health",997,"Y","Indiana University Health",76
"6420465",150001,"Johnson Memorial Hospital",NA,NA,NA,2666,NA,NA,65
"6420495",150002,"Methodist Hospitals",NA,NA,NA,17447,NA,NA,71
"6420505",150026,"Indiana University Health Goshen Hospital","Y","5990231","Indiana University Health",5635,NA,NA,73
"6420525",150037,"Hancock Regional Hospital",NA,NA,NA,3469,NA,NA,68
"6420530",151332,"Decatur County Memorial Hospital",NA,NA,NA,1159,NA,NA,75
"6420565",150034,"St. Mary Medical Center","Y","5990249","Community Healthcare System",10499,NA,NA,74
"6420590",150091,"Parkview Huntington Hospital","Y","5990159","Parkview Health",1906,NA,NA,76
"6420605",150074,"Community Hospital East","Y","5990401","Community Health Network",13359,NA,NA,67
"6420620",150024,"Wishard Health Services",NA,NA,NA,16650,NA,NA,70
"6420640",150129,"Community Westview Hospital","Y","5990401","Community Health Network",1859,NA,NA,64
"6420715",150084,"St. Vincent Indianapolis Hospital","Y","5990198","Ascension Health",34270,"Y","Ascension",72
"6420728",150128,"Community Hospital South","Y","5990401","Community Health Network",9069,NA,NA,64
"6420740",150115,"Memorial Hospital and Health Care Center","Y","5992295","American Province of Little Company of Mary Sisters",6892,NA,NA,76
"6420750",150009,"Clark Memorial Hospital",NA,NA,NA,14322,NA,NA,69
"6420760",150146,"Parkview Noble Hospital","Y","5990159","Parkview Health",1860,NA,NA,71
"6420770",150102,"Indiana University Health Starke Hospital","Y","5990231","Indiana University Health",853,NA,NA,69
"6420775",150007,"Community Howard Regional Hospital","Y","5990401","Community Health Network",5383,NA,NA,70
"6420780",150010,"St. Joseph Hospital and Health Center","Y","5990198","Ascension Health",5440,"Y","Ascension",69
"6420830",151323,"Parkview LaGrange Hospital","Y","5990159","Parkview Health",1200,NA,NA,74
"6420850",150006,"Indiana University Health La Porte Hospital","Y","5990231","Indiana University Health",6244,NA,NA,64
"6420855",150086,"Dearborn County Hospital",NA,NA,NA,4275,NA,NA,73
"6420860",150104,"Witham Memorial Hospital",NA,NA,NA,2607,NA,NA,71
"6420880",150072,"Logansport Memorial Hospital",NA,NA,NA,1922,NA,NA,69
"6420910",150069,"King's Daughters' Hospital and Health Services",NA,NA,NA,3143,NA,NA,67
"6420920",150011,"Marion General Hospital",NA,NA,NA,5168,NA,NA,78
"6420960",150038,"Indiana University Health Morgan Hospital","Y","5990231","Indiana University Health",1717,NA,NA,67
"6421030",150057,"Franciscan St. Francis Health - Mooresville","Y","5995345","Franciscan Alliance",3733,NA,NA,71
