"Year","AHA ID","Medicare Provider ID","Hospital Name","Address 1 (physical)","City Name (physical)","State (physical)","Zip code (physical)","NPI number","Control / Ownership Type","Beginning of reporting period","Days open during reporting period","End of reporting period","Open 12 full months before end of reporting period","System member","System ID","System Name","System City","System State","System Zip","Admissions (est.)","Admissions",
"2016","6381040","110043","St. Joseph's Hospital","11705 Mercy Boulevard","Savannah","GA","31419-1791","1063406684","Nongovt. (not-for-profit) - Church Operated","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","11252",
"2016","6381065","114012","Ridgeview Institute","3995 South Cobb Drive SE","Smyrna","GA","30080-6397","","Nongovt. (not-for-profit) - Other","9/1/2015","366","8/31/2016","Y","","","","","","","Reported","5192",
"2016","6381075","110192","Eastside Medical Center","1700 Medical Way","Snellville","GA","30078-2195","1467406132","Investor-owned; for-profit - Corporation","","0","","","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Estimated","11827",
"2016","6381080","110024","Candler Hospital","5353 Reynolds Street","Savannah","GA","31405-6015","1275527889","Nongovt. (not-for-profit) - Church Operated","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","11606",
"2016","6381097","111306","Effingham Hospital","459 Highway 119 South","Springfield","GA","31329-3021","1811962756","Govt. (non federal) - Hospital district","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","898",
"2016","6381100","110075","East Georgia Regional Medical Center","1499 Fair Road","Statesboro","GA","30458-1683","1265486278","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","7937",
"2016","6381105","","Willingway Hospital","311 Jones Mill Road","Statesboro","GA","30458-4765","1174682546","Investor-owned; for-profit - Corporation","","0","","","","","","","","","Estimated","1125",
"2016","6381115","110191","Piedmont Henry Hospital","1133 Eagle's Landing Parkway","Stockbridge","GA","30281-5099","","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","Y","5990310","Piedmont Healthcare","Atlanta","GA","30318-0923","Reported","13020",
"2016","6381124","110109","Emanuel Medical Center","117 Kite Road","Swainsboro","GA","30401-3231","1235129214","Govt. (non federal) - Hospital district","","0","","","","","","","","","Estimated","1590",
"2016","6381125","111312","Optim Medical Center - Screven","215 Mims Road","Sylvania","GA","30467-2097","1225339898","Govt. (non federal) - County","","0","","","Y","5990261","National Surgical Healthcare","Chicago","IL","60606-5897","Estimated","272",
"2016","6381127","111328","Phoebe Worth Medical Center","807 South Isabella Street","Sylvester","GA","31791-7554","","Nongovt. (not-for-profit) - Other","","0","","","Y","5990314","Phoebe Putney Health System","Albany","GA","31701-1943","Estimated","465",
"2016","6381130","110002","Upson Regional Medical Center","801 West Gordon Street","Thomaston","GA","30286-3426","1659376630","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990585","HealthTech Management Services","Brentwood","TN","37027-2307","Reported","2888",
"2016","6381140","110038","John D. Archbold Memorial Hospital","915 Gordon Avenue","Thomasville","GA","31792-6614","1194779702","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990104","Archbold Medical Center","Thomasville","GA","31792-6113","Reported","10226",
"2016","6381150","110111","University Hospital McDuffie","2460 Washington Road, NE","Thomson","GA","30824","1982600540","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990896","University Health Care System","Augusta","GA","30901-2629","Reported","581",
"2016","6381160","110095","Tift Regional Medical Center","901 East 18th Street","Tifton","GA","31794-3648","1962462226","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","Y","5990910","Tift Regional Health System","Tifton","GA","31794-3648","Reported","9225",
"2016","6381170","110032","Stephens County Hospital","163 Hospital Drive","Toccoa","GA","30577-6820","1033191267","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1945",
"2016","6381193","110122","South Georgia Medical Center","2501 North Patterson Street","Valdosta","GA","31602-1735","1306896253","Nongovt. (not-for-profit) - Other","","0","","","","","","","","","Estimated","13796",
"2016","6381200","114036","Greenleaf Center","2209 Pineview Drive","Valdosta","GA","31602-7316","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990091","Acadia Healthcare Company, Inc.","Franklin","TN","37067-7323","Reported","2753",
"2016","6381201","110128","Meadows Regional Medical Center","One Meadows Parkway","Vidalia","GA","30474-8759","1770575003","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","4412",
"2016","6381215","110015","Tanner Medical Center-Villa Rica","601 Dallas Highway","Villa Rica","GA","30180-1202","","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","Y","5990341","Tanner Health System","Carrollton","GA","30117-3818","Reported","6125",
"2016","6381220","113028","Roosevelt Warm Springs Rehabilitation Hospital - Rehab","6135 Roosevelt Highway","Warm Springs","GA","31830-2757","","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","376",
"2016","6381223","111316","Warm Springs Medical Center","5995 Spring Street","Warm Springs","GA","31830-2149","1972731800","Investor-owned; for-profit - Partnership","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","381",
"2016","6381225","110069","Houston Medical Center","1601 Watson Boulevard","Warner Robins","GA","31093-3431","1962435792","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990642","Houston Healthcare System","Warner Robins","GA","31093-3431","Reported","13681",
"2016","6381230","111325","Wills Memorial Hospital","120 Gordon Street","Washington","GA","30673-1602","","Govt. (non federal) - Hospital district","","0","","","","","","","","","Estimated","607",
"2016","6381250","110003","Memorial Satilla Health","1900 Tebeau Street","Waycross","GA","31501-6357","1558334334","Nongovt. (not-for-profit) - Other","","0","","","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Estimated","6624",
"2016","6381255","110113","Burke Medical Center","351 Liberty Street","Waynesboro","GA","30830-9686","","Govt. (non federal) - Hospital district","","0","","","","","","","","","Estimated","520",
"2016","6381265","110045","Northeast Georgia Medical Center Barrow","316 North Broad Street","Winder","GA","30680-2150","1932194222","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5991018","Northeast Georgia Health System","Gainesville","GA","30501-3715","Reported","1387",
"2016","6388093","110153","Perry Hospital","1120 Morningside Drive","Perry","GA","31069-2906","1891808499","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990642","Houston Healthcare System","Warner Robins","GA","31093-3431","Reported","1538",
"2016","6388108","114008","Coastal Harbor Treatment Center","1150 Cornell Avenue","Savannah","GA","31406-2702","1679543672","Investor-owned; for-profit - Corporation","","0","","","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Estimated","11",
"2016","6389065","110051","Union General Hospital","35 Hospital Road","Blairsville","GA","30512-3139","","Nongovt. (not-for-profit) - Other","5/1/2015","366","4/30/2016","Y","Y","5990922","Union General Hospital, Inc.","Blairsville","GA","30512-3139","Reported","2429",
"2016","6389100","110091","Rockdale Medical Center","1412 Milstead Avenue NE","Conyers","GA","30012-3877","1285663856","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990180","LifePoint Health","Brentwood","TN","37027-4536","Reported","8842",
"2016","6389155","110100","Jefferson Hospital","1067 Peachtree Street","Louisville","GA","30434-1599","1710992433","Govt. (non federal) - City-county","","0","","","","","","","","","Estimated","667",
"2016","6389175","110130","Irwin County Hospital","710 North Irwin Avenue","Ocilla","GA","31774-5011","1720098791","Govt. (non federal) - County","","0","","","","","","","","","Estimated","1216",
"2016","6389185","111332","Brooks County Hospital","903 North Court Street","Quitman","GA","31643-1315","1306890942","Nongovt. (not-for-profit) - Other","","0","","","Y","5990104","Archbold Medical Center","Thomasville","GA","31792-6113","Estimated","439",
"2016","6389226","110027","St. Mary's Sacred Heart Hospital","367 Clear Creek Parkway","Lavonia","GA","30553-4173","1326304486","Nongovt. (not-for-profit) - Church Operated","7/1/2015","366","6/30/2016","Y","Y","5990906","Trinity Health","Livonia","MI","48152-7031","Reported","1599",
"2016","6389228","113031","Emory Rehabilitation Hospital","1441 Clifton Road NE","Atlanta","GA","30322-1004","","Investor-owned; for-profit - Corporation","9/1/2015","366","8/31/2016","Y","Y","5990256","Emory Healthcare","Atlanta","GA","30322-1102","Reported","1013",
"2016","6389230","","Rehabilitation Hospital of Savannah","6510 Seawright DR","Savannah","GA","31406-2752","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332","Reported","1031",
"2016","6390002","100175","DeSoto Memorial Hospital","900 North Robert Avenue","Arcadia","FL","34266-8712","","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1145",
"2016","6390003","101305","George E. Weems Memorial Hospital","135 Avenue G","Apalachicola","FL","32320-1613","","Govt. (non federal) - County","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","176",
"2016","6390004","100084","Leesburg Regional Medical Center","600 East Dixie Avenue","Leesburg","FL","34748-5999","1245226190","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","Y","5990856","Central Florida Health","Leesburg","FL","34748-5925","Reported","15169",
"2016","6390005","100109","Florida Hospital Heartland Medical Center","4200 Sun'n Lake Boulevard","Sebring","FL","33872-1986","1083692594","Nongovt. (not-for-profit) - Church Operated","1/1/2016","366","12/31/2016","Y","Y","5994165","Adventist Health System Sunbelt Health Care Corporation","Altamonte Springs","FL","32714-1502","Reported","10810",
"2016","6390010","100121","Bartow Regional Medical Center","2200 Osprey Boulevard","Bartow","FL","33830-3308","","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990906","Trinity Health","Livonia","MI","48152-7031","Reported","2961",
"2016","6390018","100150","Lower Keys Medical Center","5900 College Road","Key West","FL","33040-4396","","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","4999",
"2016","6390023","103037","HEALTHSOUTH Rehabilitation Hospital","901 North Clearwater-Largo Road","Largo","FL","33770-4126","","Investor-owned; for-profit - Corporation","","0","","","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332","Estimated","1614",
"2016","6390030","","Bay Pines Veterans Affairs Healthcare System","10000 Bay Pines Boulevard","Bay Pines","FL","33744-8200","1962436683","Govt. (federal) - Veterans' Affairs","10/1/2015","366","9/30/2016","Y","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001","Reported","9855",
"2016","6390033","","West Palm Beach Veterans Affairs Medical Center","7305 North Military Trail","West Palm Beach","FL","33410-6400","","Govt. (federal) - Veterans' Affairs","","0","","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001","Estimated","4993",
"2016","6390034","100281","Memorial Hospital West","703 North Flamingo Road","Pembroke Pines","FL","33028-1014","1134102080","Govt. (non federal) - Hospital district","5/1/2015","366","4/30/2016","Y","Y","5990083","Memorial Healthcare System","Hollywood","FL","33021-5421","Reported","21149",
"2016","6390035","100130","Lakeside Medical Center","39200 Hooker Highway","Belle Glade","FL","33430-5368","1801885413","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","1858",
"2016","6390037","101304","Calhoun-Liberty Hospital","20370 NE Burns Avenue","Blountstown","FL","32424-1045","1437253085","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990317","Alliant Management Services","Louisville","KY","40223-5164","Reported","401",
"2016","6390038","100168","Boca Raton Regional Hospital","800 Meadows Road","Boca Raton","FL","33486-2368","1902826779","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","18728",
"2016","6390039","100090","Flagler Hospital","400 Health Park Boulevard","Saint Augustine","FL","32086-5784","","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","13987",
"2016","6390040","101307","Doctors Memorial Hospital","2600 Hospital Drive","Bonifay","FL","32425-4264","1366431702","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","588",
"2016","6390043","100224","University Hospital and Medical Center","7201 North University Drive","Tamarac","FL","33321-2996","","Investor-owned; for-profit - Corporation","","0","","","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Estimated","12392",
"2016","6390044","100009","University of Miami Hospital","1400 NW 12th Avenue","Miami","FL","33136-1003","1396946208","Nongovt. (not-for-profit) - Other","6/1/2015","366","5/31/2016","Y","Y","5990881","University of Miami Health System","Miami","FL","33136-1003","Reported","22003",
"2016","6390045","100268","West Boca Medical Center","21644 State Road 7","Boca Raton","FL","33428-1899","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990919","TENET Healthcare Corporation","Dallas","TX","75202-2703","Reported","10911",
"2016","6390046","100072","Florida Hospital Fish Memorial","1055 Saxon Boulevard","Orange City","FL","32763-8468","1700978558","Nongovt. (not-for-profit) - Church Operated","1/1/2016","366","12/31/2016","Y","Y","5994165","Adventist Health System Sunbelt Health Care Corporation","Altamonte Springs","FL","32714-1502","Reported","9671",
"2016","6390048","100246","Lawnwood Regional Medical Center & Heart Institute","1700 South 23rd Street","Fort Pierce","FL","34950-4803","","Investor-owned; for-profit - Corporation","","0","","","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Estimated","18026",
"2016","6390050","100002","Bethesda Hospital East","2815 South Seacrest Boulevard","Boynton Beach","FL","33435-7995","1417952748","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","21591",
"2016","6390052","100087","Sarasota Memorial Health Care System","1700 South Tamiami Trail","Sarasota","FL","34239-3555","1245294826","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","31946",
"2016","6390053","100075","St. Joseph's Hospital","3001 West Martin Luther King Jr. Boulevard","Tampa","FL","33607-6387","1881632818","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990906","Trinity Health","Livonia","MI","48152-7031","Reported","58788",
"2016","6390055","100213","Blake Medical Center","2020 59th Street West","Bradenton","FL","34209-4669","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Reported","15438",
"2016","6390056","100017","Halifax Health Medical Center of Daytona Beach","303 North Clyde Morris Boulevard","Daytona Beach","FL","32114-2700","1811991227","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","23026",
"2016","6390059","102015","Kindred Hospital North Florida","801 Oak Street","Green Cove Springs","FL","32043-4317","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412","Reported","709",
"2016","6390060","100118","Florida Hospital Flagler","60 Memorial Medical Parkway","Palm Coast","FL","32164-5980","1679678486","Nongovt. (not-for-profit) - Church Operated","1/1/2016","366","12/31/2016","Y","Y","5994165","Adventist Health System Sunbelt Health Care Corporation","Altamonte Springs","FL","32714-1502","Reported","7810",
"2016","6390061","102013","Kindred Hospital Central Tampa","4801 North Howard Avenue","Tampa","FL","33603-1411","","Investor-owned; for-profit - Corporation","","0","","","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412","Estimated","1110",
"2016","6390064","100035","Manatee Memorial Hospital","206 Second Street East","Bradenton","FL","34208-1000","","Investor-owned; for-profit - Partnership","","0","","","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Estimated","17495",
"2016","6390067","100071","Bayfront Health Brooksville","17240 Cortez Boulevard","Brooksville","FL","34601-8921","","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","7070",
"2016","6390068","100244","Cape Coral Hospital","636 Del Prado Boulevard","Cape Coral","FL","33990-2695","1558302570","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","Y","5990369","Lee Health","Fort Myers","FL","33901-5856","Reported","15925",
"2016","6390070","100243","Brandon Regional Hospital","119 Oakfield Drive","Brandon","FL","33511-5779","","Investor-owned; for-profit - Corporation","","0","","","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Estimated","23595",
"2016","6390071","104057","Springbrook Hospital","7007 Grove Road","Brooksville","FL","34609-8610","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","2638",
"2016","6390074","100080","JFK Medical Center","5301 South Congress Avenue","Atlantis","FL","33462-1197","","Investor-owned; for-profit - Corporation","","0","","","Y","5990048","HCA Healthcare","Nashville","TN","37203-1548","Estimated","28682",
"2016","6390076","103038","HEALTHSOUTH Rehabilitation Hospital of Miami","20601 Old Cutler Road","Cutler Bay","FL","33189-2400","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332","Reported","1400",
"2016","6390079","100052","Winter Haven Hospital","200 Avenue F NE","Winter Haven","FL","33881-4193","1477599975","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5990906","Trinity Health","Livonia","MI","48152-7031","Reported","18657",
"2016","6390080","104000","Florida State Hospital","U S Highway 90 East","Chattahoochee","FL","32324-1000","","Govt. (non federal) - State","","0","","","","","","","","","Estimated","2039",
"2016","6390081","100258","Delray Medical Center","5352 Linton Boulevard","Delray Beach","FL","33484-6580","1326078288","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990919","TENET Healthcare Corporation","Dallas","TX","75202-2703","Reported","18889",
"2016","6390082","100001","UF Health Jacksonville","655 West Eighth Street","Jacksonville","FL","32209-6595","1821186313","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","Y","5990111","UF Health Shands","Gainesville","FL","32610-0326","Reported","26869",
"2016","6390084","100292","Sacred Heart Hospital on the Emerald Coast","7800 Highway 98 West","Miramar Beach","FL","32550","1558391771","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","Y","5990198","Ascension Healthcare","Saint Louis","MO","63105-3406","Reported","5207",
"2016","6390085","101308","Northwest Florida Community Hospital","1360 Brickyard Road","Chipley","FL","32428-6303","1336163708","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990317","Alliant Management Services","Louisville","KY","40223-5164","Reported","1479",
"2016","6390086","100291","Wuesthoff Medical Center - Melbourne","250 North Wickham Road","Melbourne","FL","32935-8625","1962497198","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990141","Steward Health Care System, LLC","Boston","MA","02116-3740","Reported","3273",
"2016","6390090","100127","Morton Plant Hospital","300 Pinellas Street","Clearwater","FL","33756-3804","1376529743","Nongovt. (not-for-profit) - Other","1/1/2016","366","12/31/2016","Y","Y","5991335","Morton Plant Mease Health Care","Clearwater","FL","33756-3804","Reported","25836",
"2016","6390093","100051","South Lake Hospital","1900 Don Wickham Drive","Clermont","FL","34711-1979","1336221019","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","Y","5993355","Orlando Health","Orlando","FL","32806-2093","Reported","9272",
"2016","6390095","101309","Hendry Regional Medical Center","524 West Sagamore Avenue","Clewiston","FL","33440-3514","1215960315","Govt. (non federal) - Hospital district","10/1/2015","366","9/30/2016","Y","Y","5990002","QHR","Brentwood","TN","37027","Reported","646",
"2016","6390097","100177","Health First Cape Canaveral Hospital","701 West Cocoa Beach Causeway","Cocoa Beach","FL","32931-5595","1184691610","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990328","Health First, Inc.","Rockledge","FL","32955-5747","Reported","7109",
"2016","6390098","104017","Windmoor Healthcare of Clearwater","11300 U S 19 North","Clearwater","FL","33764","","Investor-owned; for-profit - Corporation","","0","","","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Estimated","2812",
"2016","6390102","100290","The Villages Regional Hospital","1451 El Camino Real","The Villages","FL","32159-0041","1740276518","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","Y","5990856","Central Florida Health","Leesburg","FL","34748-5925","Reported","14502",
"2016","6390103","100286","Physicians Regional - Pine Ridge","6101 Pine Ridge Road","Naples","FL","34119-3900","","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","3639",
"2016","6390105","100296","Doctors Hospital","5000 University Drive","Coral Gables","FL","33146-2094","1952351983","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990122","Baptist Health South Florida","Coral Gables","FL","33143-3632","Reported","6261",
"2016","6390106","103042","HEALTHSOUTH Rehabilitation Hospital of Spring Hill","12440 Cortez Boulevard","Brooksville","FL","34613-2628","1699740373","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332","Reported","1706",
"2016","6390107","103040","HEALTHSOUTH Emerald Coast Rehabilitation Hospital","1847 Florida Avenue","Panama City","FL","32405-4640","1467426304","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990023","HEALTHSOUTH Corporation","Birmingham","AL","35243-3332","Reported","1631",
"2016","6390109","100299","Lakewood Ranch Medical Center","8330 Lakewood Ranch Boulevard","Bradenton","FL","34202-5174","","Investor-owned; for-profit - Corporation","","0","","","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Estimated","3833",
"2016","6390110","","Miami Veterans Affairs Healthcare System","1201 NW 16th Street","Miami","FL","33125-1624","","Govt. (federal) - Veterans' Affairs","","0","","","Y","5999295","Department of Veterans Affairs","Washington","DC","20420-0001","Estimated","5828",
"2016","6390111","100285","Memorial Hospital Miramar","1901 SW 172nd Avenue","Miramar","FL","33029-5592","1326021197","Govt. (non federal) - Hospital district","5/1/2015","366","4/30/2016","Y","Y","5990083","Memorial Healthcare System","Hollywood","FL","33021-5421","Reported","9010",
"2016","6390112","104040","Centerstone Hospital","2020 26th Avenue East","Bradenton","FL","34208-7753","","Nongovt. (not-for-profit) - Other","7/1/2015","366","6/30/2016","Y","","","","","","","Reported","3174",
"2016","6390114","103036","West Gables Rehabilitation Hospital","2525 SW 75th Avenue","Miami","FL","33155-2800","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","1393",
"2016","6390115","100122","North Okaloosa Medical Center","151 Redstone Avenue SE","Crestview","FL","32539-6026","1104897859","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Reported","4974",
"2016","6390117","102001","Select Specialty Hospital-Miami","955 NW 3rd Street","Miami","FL","33128-1274","","Investor-owned; for-profit - Corporation","","0","","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Estimated","758",
"2016","6390118","100249","Seven Rivers Regional Medical Center","6201 North Suncoast Boulevard","Crystal River","FL","34428-6712","","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","7244",
"2016","6390119","102003","Select Specialty Hospital-Orlando","2250 Bedford Road","Orlando","FL","32803-1443","","Investor-owned; for-profit - Corporation","","0","","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Estimated","1646",
"2016","6390120","100046","Florida Hospital Zephyrhills","7050 Gall Boulevard","Zephyrhills","FL","33541-1399","1346354677","Nongovt. (not-for-profit) - Church Operated","1/1/2016","366","12/31/2016","Y","Y","5994165","Adventist Health System Sunbelt Health Care Corporation","Altamonte Springs","FL","32714-1502","Reported","8260",
"2016","6390121","102017","Select Specialty Hospital-Panama City","615 North Bonita Avenue, 3rd Floor","Panama City","FL","32401-3623","1194725713","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Reported","371",
"2016","6390122","102016","Sister Emmanuel Hospital","3663 South Miami Avenue","Miami","FL","33133-4253","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","","","","","","","Reported","263",
"2016","6390123","103027","St. Anthony's Rehabilitation Hospital","3485 NW 30th Street","Lauderdale Lakes","FL","33311-1890","1124016688","Nongovt. (not-for-profit) - Church Operated","10/1/2015","366","9/30/2016","Y","Y","5990903","Catholic Health Services","Lauderdale Lakes","FL","33319-5860","Reported","475",
"2016","6390124","100316","Health First Palm Bay Hospital","1425 Malabar Road NE","Palm Bay","FL","32907-2506","1386940823","Nongovt. (not-for-profit) - Other","10/1/2015","366","9/30/2016","Y","Y","5990328","Health First, Inc.","Rockledge","FL","32955-5747","Reported","5869",
"2016","6390126","104078","Suncoast Behavioral Health Center","4480 51st Street West","Bradenton","FL","34210-2855","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Reported","1991",
"2016","6390128","104068","The Centers","5664 SW 60th Avenue","Ocala","FL","34474-5677","","Nongovt. (not-for-profit) - Other","","0","","","","","","","","","Estimated","1715",
"2016","6390129","102019","Kindred Hospital Ocala","1500 SW 1st Avenue","Ocala","FL","34471-6504","","Investor-owned; for-profit - Corporation","","0","","","Y","5990026","Kindred Healthcare","Louisville","KY","40202-2412","Estimated","502",
"2016","6390131","104071","The Vines","3130 SW 27th Avenue","Ocala","FL","34471-4306","","Investor-owned; for-profit - Corporation","1/1/2016","366","12/31/2016","Y","Y","5999555","Universal Health Services, Inc.","King of Prussia","PA","19406-3121","Reported","2968",
"2016","6390135","100211","Bayfront Health Dade City","13100 Fort King Road","Dade City","FL","33525-5294","","Investor-owned; for-profit - Corporation","","0","","","Y","5990080","Community Health Systems, Inc.","Franklin","TN","37067-6325","Estimated","5318",
"2016","6390145","100307","St. Vincent's Medical Center Southside","4201 Belfort Road","Jacksonville","FL","32216-1431","1396926747","Nongovt. (not-for-profit) - Church Operated","7/1/2015","366","6/30/2016","Y","Y","5990198","Ascension Healthcare","Saint Louis","MO","63105-3406","Reported","11827",
"2016","6390146","102020","Select Specialty Hospital-Tallahassee","1554 Surgeons Drive","Tallahassee","FL","32308-4631","","Investor-owned; for-profit - Corporation","","0","","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Estimated","722",
"2016","6390147","102024","Select Specialty Hospital-Pensacola","7000 Cobble Creek Drive","Pensacola","FL","32504-8638","","Investor-owned; for-profit - Corporation","","0","","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Estimated","998",
"2016","6390148","102023","Select Specialty Hospital-Palm Beach","3060 Melaleuca Lane","Lake Worth","FL","33461-5174","","Investor-owned; for-profit - Corporation","","0","","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Estimated","1933",
"2016","6390149","102022","Select Specialty Hospital-Gainesville","2708 SW Archer Road","Gainesville","FL","32608-1316","","Investor-owned; for-profit - Corporation","","0","","","Y","5990181","Select Medical Corporation","Mechanicsburg","PA","17055-4325","Estimated","480",
"2016","6390150","100276","Broward Health Coral Springs","3000 Coral Hills Drive","Coral Springs","FL","33065-4108","1174551147","Govt. (non federal) - Hospital district","7/1/2015","366","6/30/2016","Y","Y","5993115","Broward Health","Fort Lauderdale","FL","33316-2523","Reported","12228",
"2016","6390155","100081","Healthmark Regional Medical Center","4413 US Highway 331 South","DeFuniak Springs","FL","32435-6307","1710984299","Investor-owned; for-profit - Individual","10/1/2015","366","9/30/2016","Y","","","","","","","Reported","647",
